"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","query","id","type"
"External Sector Report, July 2018","International Monetary Fund","2018","External Sector Reports","0","True","https://www.elibrary.imf.org/doc/IMF085/25342-9781484367360/25342-9781484367360/Other_formats/Source_PDF/25342-9781484370452.pdf","https://doi.org/10.5089/9781484367360.085","The External Sector Report presents a methodologically consistent assessment of the exchange rates, current accounts, reserves, capital flows, and external balance sheets of the world’s largest economies. The 2018 edition includes an analytical assessment of how trade costs and related policy barriers drive excess global imbalances.","TCJA repatriation ""cash holdings"" DiD","https://openalex.org/W4211230580","article"
"An overview of academic tax accounting research drawing on U.S. multinational taxation","Terrence Shevlin","2021","eScholarship (California Digital Library)","0","True","https://escholarship.org/content/qt6q31b7jd/qt6q31b7jd.pdf?t=qhdota","","Economics-based tax research in accounting draws heavily on the Scholes and Wolfson framework. The framework develops a global approach to tax planning where all parties, all taxes, and all costs are to be considered in effective tax planning. Effective tax planning is distinct from tax minimization as the goal of the former is to maximize the after-tax rate of return. The first empirical applications of the framework followed the passage of the Tax Reform Act of 1986. Taxation of multinationals has long been of interest to accounting (and other) researchers and continues to be of interest. The Tax Cuts and Jobs Act of 2017 changed many tax laws including how the U.S. taxes U.S. multinationals. Research examining the ramifications of this latest Tax Act is already well under way.","TCJA repatriation ""cash holdings"" DiD","https://openalex.org/W3142874078","article"
"The effect of foreign dividend exemption on profit repatriation through dividends, royalties, and interest: evidence from Japan","Makoto Hasegawa; Michi Kakebayashi","2025","International Tax and Public Finance","0","True","https://link.springer.com/content/pdf/10.1007/s10797-025-09889-6.pdf","https://doi.org/10.1007/s10797-025-09889-6","Abstract Multinational corporations repatriate foreign profits through dividends, royalties, and interest paid by foreign affiliates to their parent firms. International tax rules that govern the taxation of repatriated foreign earnings thus influence decisions on profit repatriation. In 2009, Japan introduced a foreign dividend exemption system (the so-called territorial tax system) that exempted dividends received by Japanese firms from their foreign affiliates from home-country taxation. This paper examines the effects of this tax reform on profit repatriation through dividends, royalties, and interest. The enactment of the foreign dividend exemption system reduced the effective tax rate on foreign income repatriated through dividends by an average of 6.8 percentage points in 2009. We find that, in response to this tax rate reduction, Japanese-owned foreign affiliates increased dividend payments but did not alter royalty or interest payments. As a result, these affiliates increased total payments to their Japanese parents.","TCJA repatriation ""cash holdings"" DiD","https://openalex.org/W4409175275","article"
"Corporate inversion, cost of equity and ineffective tax reform","Liu Hong; Tianpeng Zhou","2024","Accounting and Finance","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/acfi.13264","https://doi.org/10.1111/acfi.13264","Abstract US multinational firms typically invert either through a pure form or by merging with foreign entities. Our research documents that pure inversions increase inverting firms' cost of equity, while merger inversions decrease it. These results remain robust across different measures of the cost of equity. We also demonstrate that the 2004 tax reform is ineffective in reducing US multinational firms' tendency to invert. Instead, it prompts firms to shift from pure inversions to merger inversions, which are less value‐enhancing due to their lower tax benefits. It is unlikely that the legislators had foreseen these outcomes.","TCJA repatriation ""cash holdings"" DiD","https://openalex.org/W4395038984","article"
"Fiscal Year-Ends and Financial Benefits: The Role of Prospective Measurement Dates in Tax Reform","Cristi A. Gleason; Tyler Menzer; Jaron H. Wilde","2024","Journal of the American Taxation Association","0","True","https://publications.aaahq.org/jata/article-pdf/doi/10.2308/JATA-2021-035/107132/jata-2021-035.pdf","https://doi.org/10.2308/jata-2021-035","ABSTRACT The Tax Cuts and Jobs Act (TCJA) of 2017 dramatically reshaped the tax landscape for companies and reduced incentives for multinationals to leave foreign earnings abroad. We study a provision of the law that allowed some multinationals to take simple measures to reduce their tax burden more than other firms. The TCJA levied a tax on accumulated income held in foreign subsidiaries of U.S. firms. The implementation of this tax left firms an avenue to protect shareholder wealth, as foreign income retained as “cash” was taxed at a higher rate (15.5 percent) than foreign income retained in other asset classes (8 percent). Measurement rules allowed some firms significantly more time to shift foreign cash holdings to “noncash” assets and lower their tax burden. Using staggered, firm-specific measurement dates, we find that fiscal year-end firms with more time to respond to the law reduced their cash levels more than other firms. JEL Classifications: E62; H21; H25.","TCJA repatriation ""cash holdings"" DiD","https://openalex.org/W4393384881","article"
"How Does Investment in Tax Planning and Other Investment Respond to Firm-Level Tax Policy Uncertainty?","Charles Lee; Terry Shevlin","2026","Journal of the American Taxation Association","0","True","https://publications.aaahq.org/jata/article-pdf/doi/10.2308/JATA-2023-027/128151/jata-2023-027.pdf","https://doi.org/10.2308/jata-2023-027","ABSTRACT This study examines whether firm-specific tax policy uncertainty (TPU) influences corporate investment decisions. Investment theory predicts that, with uncertain project cash flows, firms should elect to delay committing to investments. Consistent with this prediction, we find that TPU is negatively associated with both tax planning and other investments, incremental to the firm’s nontax uncertainties. In exploring the consequences of greater TPU, we find TPU is associated with inefficient underinvestment, which negatively impacts future firm profitability. We further show that, during periods of unusually high TPU, when tax planning investments are especially more valuable, firms appear to substitute away from general investments toward tax planning. These findings suggest that firms prefer to direct resources toward engaging with tax experts for guidance when the tax environment is more uncertain. Overall, we find that tax policy uncertainty has a negative effect on corporate investments and future firm performance. Data Availability: All data are compiled from publicly available sources.","TCJA repatriation ""cash holdings"" DiD","https://openalex.org/W7124936907","article"
"Do tax havens affect the usage of share buybacks schemes?","Alessandro Chiari","2025","Annals of Public and Cooperative Economics","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/apce.70026","https://doi.org/10.1111/apce.70026","Abstract This study examines whether the use of tax haven subsidiaries by U.S. multinational corporations (MNCs) is associated with more intense usage of share buybacks. I find that MNCs' more intensive tax haven subsidiary usage is positively associated with a higher buyback ratio, a higher level of free cash flow and a higher level of return on investment. I also find a higher increase in the buyback ratio of American companies following the sales of U.S. stocks from entities located in tax havens. In cross‐sectional analyses, I identify channels through which the positive association between tax haven intensity and share buybacks is more pronounced. I also test the share buyback execution of U.S. MNCs affected by recent legislation promulgated in the U.S. (2017 corporate tax cut, 2017 repatriation tax). This paper contributes to the literature by documenting a robust positive relationship between tax haven intensity and share buybacks among U.S. multinationals. It further explores the channels through which tax avoidance translates into repurchase behaviour, using rich panel data and multiple identification strategies, including instrumental variables, propensity score matching and difference‐in‐differences estimation.","TCJA repatriation ""cash holdings"" DiD","https://openalex.org/W4417070495","article"
"Impact of the Tax Cuts and Jobs Act on Capital Investment in Publicly Traded United States Manufacturing Firms through 2020","Nimish Bharadwaj","2025","","0","True","https://research-archive.org/index.php/rars/preprint/download/3025/4214/3781","https://doi.org/10.58445/rars.3025","The 2017 Tax Cuts and Jobs Act (TCJA) represents the most significant tax overhaul since the Tax Reform Act of 1986, and one of the most substantial fiscal policies in American history.This paper examines the impact of the TCJA on capital investment in publicly traded U.S. manufacturing firms through 2020.It first outlines the corporate provisions of the TCJA, then delineates three classic theoretical models of how business investment should respond to tax cuts.Finally, this paper evaluates the TCJA's empirical results through three sources.The Albertus et al. paper focuses solely on investment behavior from repatriations, while Kopp et al. and Erkmekjian and Snyder's papers cover the TCJA's overall effects.The exogenous shock had no impact on investment from repatriations, and broader investment growth was muffled; firms instead chose decisive stock market activity to raise share prices.","TCJA repatriation ""cash holdings"" DiD","https://openalex.org/W4414077787","article"
"Uncertainty and Volatility: Sectoral Equity Responses to Economic and Policy Shocks in the U.S.","Bahram Adrangi; Saman Hatamerad; Aleš Kresta; Tomáš Tichý","2025","Bulletin of Applied Economics","0","False","","https://doi.org/10.47260/bae/1125a","This study investigates the effects of economic policy and financial uncertainty on equity return volatility across major U.S. sectoral indices. Specifically, it examines the relationships between uncertainty indices and the S&amp;P 500 financials sector index (SPF), the Wilshire U.S. Real Estate Investment Trust Total Market Index (WRE), and the iShares U.S. Consumer Staples ETF (IYK). The analysis employs GARCH-MIDAS methodology, Markov Switching Regressions (MSR), Threshold Regressions, and Granger causality tests. Results from the sectoral analysis indicate varying degrees of sensitivity to uncertainty across sectors. The consumer staples sector exhibits consistently high volatility, largely driven by shifts in consumer sentiment, income dynamics, and inflation expectations. Over the long term, global economic policy uncertainty (GEPU) and recession risk further amplify volatility in this sector, reflecting its deep integration into global supply chains. The real estate sector demonstrates a more conditional response; its volatility increases significantly in the presence of economic policy uncertainty (EPU), but primarily during periods of elevated recession risk. Under stable economic conditions, real estate equities appear relatively insensitive to both inflation expectations and GEPU. In contrast, the financial sector displays both short- and long-term strong and persistent sensitivity to indicators, particularly EPU, inflation expectations, and the VIX. JEL classification: G12, G14, G38. Keywords: Volatility, GARCH-MIDAS, VIX, Economic Policy Uncertainty, Global Economic Policy Uncertainty, Threshold Regression, Regime Switching Markov Chain Regression.","trump tariff ""cash holdings"" firm","https://openalex.org/W4412351275","article"
"The National Monetary Commission: American Banking’s Debt to Europe","Zack Saravay","2017","DigitalGeorgetown (Georgetown University Library)","0","True","http://hdl.handle.net/10822/1043702","","","trump tariff ""cash holdings"" firm","https://openalex.org/W2612142200","article"
"A Deep Dive Into The World Of Bonds - A Qualitative Analysis","Vamsikrishna Packianathan; Siddharth R","2026","Advanced International Journal for Research","0","True","https://aijfr.com/papers/2026/2/4222.pdf","https://doi.org/10.63363/aijfr.2026.v07i02.4222","The bonds have emerged as an interesting safe haven asset for retail investors in 2025 as other market-based investments have generated poor returns over past 2 years. Bonds aren’t something new, they are part and parcel of the economic structure of nations and have been the backbone in leveraging a country to great heights, but bonds are also a tool that should be used with great care as when it’s mismanaged, the outcomes have backfired. The history has repeated the same story time and time again and through this study the idea that would be conveyed would be the “How Bond Markets have Implication on wider Financial Markets and also Economies of Nations?”. Through this study the readers would be educated about the basic’s terminologies of bonds, how bond markets work, how bond yields get determined, the parallel working of equity markets and bond markets, its implication on the economy and the cases of failing bond markets on global markets and the economy with Russia and Greece as examples. They together form a complete picture for a layman to understand about the bond markets and its functioning and its broader implications as a whole.","trump tariff ""cash holdings"" firm","https://openalex.org/W7148670148","article"
"Helca Mining Company","Claire Dalman","2017","The Mathematics Enthusiast","0","True","https://scholarworks.umt.edu/utpp/132","","No abstract available.","trump tariff ""cash holdings"" firm","https://openalex.org/W2610771473","article"
"Latin American Equities, Volatility Regimes, and the US Economic Policy Uncertainty","Bahram Adrangi; Arjun Chatrath; Kambiz Raffiee","2025","Bulletin of Applied Economics","0","True","https://riskmarket.co.uk/bae/journals-articles/issues/latin-american-equities-volatility-regimes-and-the-us-economic-policy-uncertainty/?download=attachment.pdf","https://doi.org/10.47260/bae/1222","We investigate how the volatility of the iShares Latin America 40 ETF (ILF) responds to key economic and market sentiment indicators associated with economic uncertainty. Specifically, we explore the regime-dependent nature of ILF volatility in relation to Economic Policy Uncertainty (EPU), U.S. Economic Uncertainty (ECU), Global Economic Policy Uncertainty (GEPU), and implied risk, as captured by the Chicago Board Options Exchange's VIX (CBOE VIX), from 2001 to 2023. Our findings highlight that the connection between market volatility and economic/market sentiment is influenced by distinct volatility regimes. Utilizing a two-covariate GARCH-MIDAS (GM) model, a regime-switching Markov Chain (MSR) model, and quantile regressions (QR), we reveal that the impact of sentiment on realized volatility varies depending on the prevailing volatility regime, reflecting investors’ differing responses to market uncertainty. Additionally, our results show a significant linkage between ILF’s short and long-term volatility and economic uncertainty/sentiment indicators, suggesting that these factors shape ILF volatility across different market conditions and quantiles of the volatility distribution. Overall, our findings indicate that investor sentiment and economic uncertainty extend beyond their domestic origins, influencing volatility patterns in U.S., global, and Latin American markets. JEL classification: G12, G14, G38. Keywords: Volatility, GARCH-MIDAS, VIX, Economic policy uncertainty, Global economic policy uncertainty, Quantile regression, Regime switching Markov Chain regression.","trump tariff ""cash holdings"" firm","https://openalex.org/W4409633077","article"
"Engaging Customers, Embracing <scp>AI</scp> : How Suppliers Respond to Trade Tensions and Improve Performance","Raffaele Filieri; Wei Huang; Zhibin Lin; Xia Qing","2025","Journal of Product Innovation Management","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jpim.70014","https://doi.org/10.1111/jpim.70014","ABSTRACT Academic Summary Firms face intensifying pressure to innovate amid escalating US–China trade tensions. This study investigates how they integrate artificial intelligence (AI) to respond to such disruptions. We reconceptualize induced innovation theory as adversity‐induced innovation theory and test hypotheses using data from listed Chinese manufacturing firms, WTO tariff records, and customs data (2015–2022). Results indicate that higher tariff exposure increases AI integration, particularly among firms with stronger customer engagement needs. AI integration improves supply chain efficiency, sales performance, and market value. However, performance benefits follow an inverted U‐shape: extreme tariff exposure diminishes AI's compensatory effects. The study extends induced innovation theory to geopolitical adversities and advances stakeholder engagement theory by identifying customer engagement as a boundary condition for technology adoption. We establish causal relationships between tariff‐induced AI integration and firm performance through instrumental variable analysis and robustness checks. Findings inform how firms can strategically use technological innovation and customer collaboration to strengthen resilience under external shocks. Managers should view trade tensions as catalysts for AI integration rather than merely as obstacles. Managerial Summary Firms facing trade tensions should view them as catalysts for strategic AI integration rather than merely as obstacles. Our research shows that firms experiencing higher tariff exposure that invest in AI achieve measurable improvements in supply chain efficiency, sales performance, and market valuations. However, AI's compensatory benefits diminish at extreme tariff levels, revealing an optimal investment threshold that managers should consider. The benefits of AI integration are particularly strong for firms with high customer engagement needs, such as those with concentrated customer bases, substantial international sales, or significant customer‐specific investments. To maximize returns, managers should prioritize AI technologies that strengthen customer relationships by enhancing communication, responsiveness, and service personalization during trade disruptions. Successful implementation requires navigating technical and organizational challenges, including talent acquisition, data quality concerns, and integration complexities. Despite these hurdles, our findings confirm AI's strategic value as a compensatory innovation tool that not only mitigates tariff impacts but also transforms supplier‐customer relationships. By aligning AI initiatives with customer engagement objectives, firms can turn geopolitical adversity into a competitive advantage. Companies that integrate AI strategically can maintain operational continuity, preserve market position, and emerge stronger from trade disruptions.","trump tariff ""cash holdings"" firm","https://openalex.org/W4415396831","article"
"The effect of corporate governance on the relationship between performance and competition","Di Wu; Wayne Yu","2025","International Review of Finance","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/irfi.70018","https://doi.org/10.1111/irfi.70018","Abstract This paper examines the effect of corporate governance on the relationship between performance and market competition. We use changes in import tariffs as exogenous shocks to product market competition to examine how the effect of these shocks on performance varies with corporate governance. We find that elevated product market competition due to import tariff cuts results in significant performance deterioration for firms with strong corporate governance, but little effect or even a significant positive effect on performance for firms with poor governance. We further find that these effects are much stronger for nonexporting firms and small firms because they do not have the opportunity/resources to soften the impact of increased competitive pressure. Our findings suggest that elevated market competition helps to reduce managerial entrenchment/slack, which can offset the adverse effects of increased competitive pressure, especially for nonexporting firms and small firms. The findings lend support to the hypothesis that managerial slack is inversely related to industry competitive pressure and, hence, that product market competition and internal corporate governance are substitutes for each other.","trump tariff ""cash holdings"" firm","https://openalex.org/W4410050447","article"
"THE FRAGMENTATION OF GLOBAL TRADE: FROM PROTECTIONISM TO GATED GLOBALIZATION","Shahab Azim; Samina Rooh; Muhammad Farooq Malik; Syed Muhammad Abbas Shah","2025","Social Sciences & Humanity Research Review","0","True","https://sshrr.online/index.php/4/article/download/118/82","https://doi.org/10.63468/sshrr.015","The fragmentation of global trade, evolving from traditional protectionism to the modern paradigm of gated globalization, reflects a strategic shift by nations toward prioritizing sovereignty and security over multilateral cooperation. This paper examines the historical roots, theoretical underpinnings, and contemporary drivers geopolitical rivalry, economic insecurity, and social discontent behind this transformation. Through historical analysis and case studies of the U.S., EU, China, and emerging economies, the study reveals how policies such as tariffs, export controls, and regulatory fragmentation disrupt supply chains, inflate costs, and exacerbate inequality. Key findings indicate that while gated globalization addresses vulnerabilities like supply chain fragility, it risks entrenching economic divides and undermining global governance institutions. The paper underscores the urgency of balancing strategic autonomy with inclusive frameworks to preserve the benefits of economic interdependence. Recommendations include revitalizing multilateral institutions, fostering equitable trade agreements, and supporting small businesses to mitigate fragmentation’s adverse effects. Ultimately, the research highlights the need for cooperative strategies to navigate the dual challenges of de-globalization and sustainable growth.","""section 301"" tariff ""cash holdings"" firm","https://openalex.org/W4411502925","article"
"Economic Policy Uncertainty, Loss Heterogeneity, and Insider Trading","Tianshu Ma; Wei; id_orcid 0009-0003-9914-2657 Jiang; Nuno Soares","2026","Research Explorer (The University of Manchester)","0","False","","","","""presidential election"" ""corporate cash holdings"" DiD","https://openalex.org/W7155662914","article"
"Tom otimista do MD&amp;A e a relação com a redução das receitas de vendas em períodos de crises","Letícia Maria Alves Nunes; Paula Carolina Ciampaglia Nardi","2024","Revista Contemporânea de Contabilidade","0","True","https://periodicos.ufsc.br/index.php/contabilidade/article/download/100257/58183","https://doi.org/10.5007/2175-8069.2024.e100257","Diante de crises, empresas podem querer manter a atratividade induzindo os usuários da informação contábil por meio do tom dos relatórios financeiros. Nesse contexto, o estudo verificou se as empresas não financeiras dos EUA utilizam um tom otimista no Management's Discussion and Analysis (MD&amp;A) quando enfrentam redução das receitas de vendas em anos de crises. Considerando um período de 2005 a 2022, os resultados da regressão Dif-in-Dif com dados em painel indicaram que, na crise, as empresas com redução nas receitas tendem a adotar um tom otimista no MD&amp;A, sugerindo que esse tom pode ser uma resposta estratégica às quedas de receita. Esse resultado é corroborado ao considerar duas amostras distintas: para médias empresas dos EUA e para o Brasil. A pesquisa ressalta a importância de analistas e investidores acompanharem os dados financeiros, além das análises do MD&amp;A, principalmente em períodos de crise, de modo a reduzirem as incertezas nas decisões de investimento. Além disso, ratifica-se a discussão de reguladores quanto à necessidade de normativas que promovam melhorias no MD&amp;A, bem como se evidencia a necessidade de controle de períodos de crise em determinantes dos tons dos relatórios financeiros divulgados pelas empresas.","""presidential election"" ""corporate cash holdings"" DiD","https://openalex.org/W4408899526","article"
"Corporate investment inefficiency and economic uncertainty: evidence from Chinese listed companies","Lihong Yang; Tien-Ming Yip","2025","Economic Change and Restructuring","0","True","https://link.springer.com/content/pdf/10.1007/s10644-025-09953-5.pdf","https://doi.org/10.1007/s10644-025-09953-5","","""presidential election"" ""corporate cash holdings"" DiD","https://openalex.org/W4417322425","article"
"Litigation risk and IPO underpricing: evidence from federal judge ideology","Yangyang Chen; Abhinav Goyal; Madhu Veeraraghavan; Leon Zolotoy","2025","Review of Accounting Studies","0","True","https://link.springer.com/content/pdf/10.1007/s11142-025-09913-4.pdf","https://doi.org/10.1007/s11142-025-09913-4","Abstract Using federal judge ideology as an exogenous measure of issuing firms’ litigation risk, we document that the initial public offerings (IPOs) of the firms headquartered in more liberal circuits are more underpriced. The effect is mitigated when plaintiffs’ pleading standards are more stringent and is amplified when judges have more discretion in their decisions. The effect is also amplified among deep pocketed issuing firms, while it is mitigated among issuing firms hiring reputable intermediaries in the IPO process. The results of additional analysis suggest that issuing firms located in more liberal circuits are more likely to become targets of lawsuits after their IPOs and that these lawsuits are less likely to be dismissed by the courts and result in larger settlements. Collectively, our findings underscore the salience of litigation risk stemming from the issuing firms’ legal environment in driving IPO underpricing.","""presidential election"" ""corporate cash holdings"" DiD","https://openalex.org/W4413841160","article"
"Political Polarization and Corporate Credit Ratings","Pei Li; Leo Tang","2026","Journal of Corporate Accounting & Finance","0","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcaf.70028","https://doi.org/10.1002/jcaf.70028","ABSTRACT This study examines the effect of political polarization on corporate credit ratings. Political polarization is defined as the ideological difference between the Democratic and Republican members of the state legislatures and measures the likelihood of bipartisan compromises. States with more polarization will have an increased likelihood of impasses, which will negatively affect economic development and increase uncertainty. We examine if corporations headquartered in these states are perceived to have higher credit risk. This study finds that a one‐standard‐deviation increase in political polarization is linked to a 0.237 notch decrease in credit ratings. We find that that the negative effect on credit ratings is stronger for corporations that rely more on the governments for sales and for corporations located in areas with divided government. Lastly, we find that for corporations that relocate to an area with lower polarization, the effect of polarization on credit ratings is attenuated.","""presidential election"" ""corporate cash holdings"" DiD","https://openalex.org/W7130923777","article"
"Essays on politically connected firms","Yi Duo","2017","cIRcle (University of British Columbia)","0","True","http://hdl.handle.net/2429/63324","https://doi.org/10.14288/1.0357147","This thesis explores a number of issues related to politically connected firms in two separate chapters. I follow Goldman et al. (2009), defining politically connected firms as those with at least one former politician serving as member of its board of directors, and construct a sample containing the S&amp;P 500 firms between 2004 and 2013. The first chapter explores why firms seek these political connections, and how they benefit from two direct value extraction channels: government procurement and subsidies. I find that firms that aim for government contracts seek executive branch connections, while those that face heavy regulations target congressional connections. Next, I show that politically connected firms do get more government contracts and subsidies. Firm performance (using accounting based measures) suffers with government contracts and subsidies, and political connections fail to increase or decrease this negative relation, which suggests effective safeguards against overpricing and cronyism. However, politically connected firms do seem to enjoy a temporary increase in future ROA, when government contracts are taken into consideration. The second chapter asks if politically connected firms pay higher audit fees, and explores the underlying reasons. Prior studies have mixed implications on how risky these clients are for auditors. On the one hand, some studies suggest politically connected firms have lower accounting quality and face higher political risk, hence incur higher audit fees. On the other hand, less investor pressure and lower litigation and bankruptcy risks would decrease audit fees for firms with political connections. I find that politically connected firms do pay higher audit fees, and the effect is stronger for those with executive branch connections. Neither lower accounting quality nor higher political risk is found to be the underlying reason. The fact that many politically connected firms are government contractors, who are subject to additional regulations and government audit, is found to be the main factor for this difference in audit fee.","""presidential election"" ""corporate cash holdings"" DiD","https://openalex.org/W2770502089","article"
"Impact of Cash Holdings on Firm Value: Role of Election Induced Political Uncertainty","Omar Farooq; Zakir Pashayev","2023","Asian Academy of Management Journal of Accounting and Finance","0","True","https://ejournal.usm.my/aamjaf/article/download/aamjaf_vol19-no1-2023_2/pdf","https://doi.org/10.21315/aamjaf2023.19.1.2","This paper uses presidential elections as the proxy for political uncertainties to investigate the impact of election induced political uncertainties on the relationship between cash holdings and firm value for a sample of non-financial firms from the U.S. The findings suggest that the impact of cash holdings on firm value goes down significantly during the years of presidential elections. This finding, however, is confined only to elections in which both presidential candidates are new and for firms headquartered in the states that have always voted for the Democrat candidates in the presidential elections. Furthermore, our findings suggest that the impact of political uncertainties on the relationship between cash holdings and firm value does not hold for gubernatorial elections. Our results are robust after including number of firm-specific and country-specific control variables and after taking into account potential endogeneity concerns.","""election uncertainty"" ""cash holdings"" precautionary firm","https://openalex.org/W4381687131","article"
"Tariffs, Trade Wars, and Earnings Strategies: A Comparative Analysis of Real Earnings Management in the United States and China","Israfil Bangash","2025","Applied Journal of Economics Law & Governance","0","True","https://ritha.eu/storage/1777/7_ajelg_Bargash-I.pdf","https://doi.org/10.57017/ajelg.v1.i2(2).07","This study examines the impact of tariff risk exposure (TRE) on real earnings management (REM) in publicly listed firms in the US and China, and investigates how institutional characteristics, such as political connections and firm size, moderate this relationship. Using a longitudinal panel dataset from 2018 to 2024, the study employs industry and year fixed-effects regressions, alongside robustness checks with a Weighted Tariff Exposure Index and multiple REM proxies (abnormal operating cash flow, discretionary expenses, production costs, selling general and administrative). The results indicate that higher TRE significantly increases REM, with Chinese firms exhibiting stronger responses than US firms. institutional characteristics captured through a composite institutional context measure moderate this relationship. Managers, investors, and policymakers can use these findings to anticipate and mitigate tariff-induced operational and financial risks. The study integrates institutional and agency theories, providing a cross-country perspective on REM under trade policy shocks.© The Author(s) 2025. Published by RITHA Publishing. This article is distributed under the terms of the license CC-BY 4.0., which permits any further distribution in any medium, provided the original work is properly cited maintaining attribution to the author(s) and the title of the work, journal citation and URL DOI.Article’s history: Received 27th of November, 2025; Revised 19th of December, 2025; Accepted for publication 27th December, 2025; Available online: 30th of December, 2025. Published as article in Volume I, Issue 2(2), 2025","""trade policy uncertainty"" ""cash holdings"" DiD","https://openalex.org/W7125619518","article"
"Exploring the Impact of Oil Price Changes on Corporate Cash Holdings during VAT Era in UAE","Ghada Almaazmi; Mohammad Al‐Shboul","2025","International Journal of Energy Economics and Policy","0","True","https://econjournals.com/index.php/ijeep/article/download/19719/9665","https://doi.org/10.32479/ijeep.19719","This study explores the impact oil price changes and corporate cash holdings during the VAE era. Using panel data analysis for 46 of the largest listed firms in the UAE stock markets, the study reveals that oil price changes adversely impact corporate cash holdings, confirming the transaction cost motive where firms are motivated to retain large amounts of cash to mitigate, among other transactions, the costs associated with oil price changes. However, the application of VAT after 2018 in UAE weakens the detrimental impact of oil price changes on the amount of cash held by corporations. This suggests that VAT plays a moderating role in reshaping the relationship between the cash held by the UAE corporations and oil price changes. However, when oil returns are divided into negative and positive returns, we find different results. During VAT era, firms tend to increase their cash holdings when oil returns are negative, while they tend to reduce the cash leak when oil returns are positive, arguing the application of the VAT system application enables firms to carefully manage their cash levels in order to reduce the decline in oil price. This research offers valuable insights for public authorities, managers, and shareholders by illustrating how oil price change can impact corporate cash holdings in an oil-exporting market during the VAT system. The results can guide policymakers and tax reformers in fostering sustainable financial and economic development.","""trade policy uncertainty"" ""cash holdings"" DiD","https://openalex.org/W7117359170","article"
"Economic Policy Uncertainty Sense and the Debt Structure of Tourism Corporations: Evidence from China Listed Companies","P. C. Lai; Muzi Li; Bo Zhu","2025","Advances in Economics and Management Research","0","True","https://madison-proceedings.com/index.php/aemr/article/download/3610/3635","https://doi.org/10.56028/aemr.14.1.7.2025","In recent years, the extended financing periods for tourism enterprises have become increasingly evident, presenting a significant threat to the sustainable and healthy development of both businesses and the industry. Concurrently, the rising uncertainty index associated with domestic economic policies appears to be a key factor contributing to the growing reliance on short-term financing among tourism enterprises. Through the establishment of a theoretical model and empirical analysis of microdata from listed tourism firms between 2002 and 2022, this paper demonstrates that an increase in Economic Policy Uncertainty (EPU) corresponds with a heightened proportion of short-term financing for these enterprises. However, the effects manifest differently across three aspects: financing costs, external financing constraints, and investment returns. Further analysis reveals that EPU contributes to a decrease in banking and financial liabilities for tourism companies. As a result, these firms are likely to seek non-financial sources for their short-term funding needs.","""trade policy uncertainty"" ""cash holdings"" DiD","https://openalex.org/W4412842818","article"
"The Impact of Sino-US Trade Friction on Corporate Financial Risks—Empirical Evidence of Quasi-Natural Experiments of Listed Companies in China","Jingyan Shi","2026","Advances in Economics Management and Political Sciences","0","True","https://aemps.ewapub.com/article/view/31106.pdf","https://doi.org/10.54254/2754-1169/2025.bl31106","Under the impact of trade frictions, Chinese listed companies face multiple challenges, such as rising tariff costs, hindered technical cooperation, and supply chain disruptions, and it is of great practical significance to accurately assess the changes in their financial risks to ensure enterprise security and market stability. This paper uses China's A-share listed companies from 2015 to 2024 as a research sample and empirically tests the impact of the exogenous event of Sino-US trade friction on the financial risk of listed companies, employing the double difference method (DID). The study finds that the Sino-US trade friction significantly reduces the financial risk of listed companies affected by the friction. Heterogeneity analysis further reveals that this effect is more significant in enterprises with strong profitability and a smaller scale. This study provides new empirical evidence for a deeper understanding of the economic consequences of Sino-US trade friction.","""trade policy uncertainty"" ""cash holdings"" DiD","https://openalex.org/W7118168026","article"
